,mad_name,control_system_name,beampath,image,columns,rows,bit_depth,calibration,ROI_start_X,ROI_X,ROI_Y,orient_X,orient_Y,center_pix_X,center_pix_Y,filt_1_out,filt_1_in,filt_2_out,filt_2_in,cam_rotation,calibration_Y,bin_X,bin_Y,ROI_start_X_Set,ROI_start_Y_SET,ROI_X_set,ROI_Y_set,SCLinac,Laser,Popin,Cascade,Color,NLCTA,FACET,SPEAR,XTA,AreaDet,Bufd,Filt,Proj,XRS,PCDS,ASTA,LCLS,SAS,HXS,ROI,FrameGrab,AreaDet2,SWROI,Gain,XTES,OneFilt,FiltFlip_1,FiltFlip_2
84,CAMR:LI20:304,CAMR:LI20:304,F2_ELEC,CAMR:LI20:304,CAMR:LI20:304:MaxSizeX_RBV,CAMR:LI20:304:MaxSizeY_RBV,CAMR:LI20:304:DataType_RBV,CAMR:LI20:304:RESOLUTION,CAMR:LI20:304:MinY_RBV,CAMR:LI20:304:Image:ArraySize0_RBV,CAMR:LI20:304:Image:ArraySize1_RBV,CAMR:LI20:304:X_ORIENT,CAMR:LI20:304:Y_ORIENT,CAMR:LI20:304:X_RTCL_CTR,CAMR:LI20:304:Y_RTCL_CTR,,,,,,,CAMR:LI20:304:BinX_RBV,CAMR:LI20:304:BinY_RBV,CAMR:LI20:304:MinX,CAMR:LI20:304:MinY,CAMR:LI20:304:SizeX,CAMR:LI20:304:SizeY,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,CAMR:LI20:305,CAMR:LI20:305,F2_ELEC,CAMR:LI20:305,CAMR:LI20:305:MaxSizeX_RBV,CAMR:LI20:305:MaxSizeY_RBV,CAMR:LI20:305:DataType_RBV,CAMR:LI20:305:RESOLUTION,CAMR:LI20:305:MinY_RBV,CAMR:LI20:305:Image:ArraySize0_RBV,CAMR:LI20:305:Image:ArraySize1_RBV,CAMR:LI20:305:X_ORIENT,CAMR:LI20:305:Y_ORIENT,CAMR:LI20:305:X_RTCL_CTR,CAMR:LI20:305:Y_RTCL_CTR,,,,,,,CAMR:LI20:305:BinX_RBV,CAMR:LI20:305:BinY_RBV,CAMR:LI20:305:MinX,CAMR:LI20:305:MinY,CAMR:LI20:305:SizeX,CAMR:LI20:305:SizeY,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,CAMR:LI20:306,CAMR:LI20:306,F2_ELEC,CAMR:LI20:306,CAMR:LI20:306:MaxSizeX_RBV,CAMR:LI20:306:MaxSizeY_RBV,CAMR:LI20:306:DataType_RBV,CAMR:LI20:306:RESOLUTION,CAMR:LI20:306:MinY_RBV,CAMR:LI20:306:Image:ArraySize0_RBV,CAMR:LI20:306:Image:ArraySize1_RBV,CAMR:LI20:306:X_ORIENT,CAMR:LI20:306:Y_ORIENT,CAMR:LI20:306:X_RTCL_CTR,CAMR:LI20:306:Y_RTCL_CTR,,,,,,,CAMR:LI20:306:BinX_RBV,CAMR:LI20:306:BinY_RBV,CAMR:LI20:306:MinX,CAMR:LI20:306:MinY,CAMR:LI20:306:SizeX,CAMR:LI20:306:SizeY,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,CAMR:LI20:307,CAMR:LI20:307,F2_ELEC,CAMR:LI20:307,CAMR:LI20:307:MaxSizeX_RBV,CAMR:LI20:307:MaxSizeY_RBV,CAMR:LI20:307:DataType_RBV,CAMR:LI20:307:RESOLUTION,CAMR:LI20:307:MinY_RBV,CAMR:LI20:307:Image:ArraySize0_RBV,CAMR:LI20:307:Image:ArraySize1_RBV,CAMR:LI20:307:X_ORIENT,CAMR:LI20:307:Y_ORIENT,CAMR:LI20:307:X_RTCL_CTR,CAMR:LI20:307:Y_RTCL_CTR,,,,,,,CAMR:LI20:307:BinX_RBV,CAMR:LI20:307:BinY_RBV,CAMR:LI20:307:MinX,CAMR:LI20:307:MinY,CAMR:LI20:307:SizeX,CAMR:LI20:307:SizeY,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,CAMR:LI20:308,CAMR:LI20:308,F2_ELEC,CAMR:LI20:308,CAMR:LI20:308:MaxSizeX_RBV,CAMR:LI20:308:MaxSizeY_RBV,CAMR:LI20:308:DataType_RBV,CAMR:LI20:308:RESOLUTION,CAMR:LI20:308:MinY_RBV,CAMR:LI20:308:Image:ArraySize0_RBV,CAMR:LI20:308:Image:ArraySize1_RBV,CAMR:LI20:308:X_ORIENT,CAMR:LI20:308:Y_ORIENT,CAMR:LI20:308:X_RTCL_CTR,CAMR:LI20:308:Y_RTCL_CTR,,,,,,,CAMR:LI20:308:BinX_RBV,CAMR:LI20:308:BinY_RBV,CAMR:LI20:308:MinX,CAMR:LI20:308:MinY,CAMR:LI20:308:SizeX,CAMR:LI20:308:SizeY,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,CAMR:LI20:309,CAMR:LI20:309,F2_ELEC,CAMR:LI20:309,CAMR:LI20:309:MaxSizeX_RBV,CAMR:LI20:309:MaxSizeY_RBV,CAMR:LI20:309:DataType_RBV,CAMR:LI20:309:RESOLUTION,CAMR:LI20:309:MinY_RBV,CAMR:LI20:309:Image:ArraySize0_RBV,CAMR:LI20:309:Image:ArraySize1_RBV,CAMR:LI20:309:X_ORIENT,CAMR:LI20:309:Y_ORIENT,CAMR:LI20:309:X_RTCL_CTR,CAMR:LI20:309:Y_RTCL_CTR,,,,,,,CAMR:LI20:309:BinX_RBV,CAMR:LI20:309:BinY_RBV,CAMR:LI20:309:MinX,CAMR:LI20:309:MinY,CAMR:LI20:309:SizeX,CAMR:LI20:309:SizeY,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,CAMR:LI20:310,CAMR:LI20:310,F2_ELEC,CAMR:LI20:310,CAMR:LI20:310:MaxSizeX_RBV,CAMR:LI20:310:MaxSizeY_RBV,CAMR:LI20:310:DataType_RBV,CAMR:LI20:310:RESOLUTION,CAMR:LI20:310:MinY_RBV,CAMR:LI20:310:Image:ArraySize0_RBV,CAMR:LI20:310:Image:ArraySize1_RBV,CAMR:LI20:310:X_ORIENT,CAMR:LI20:310:Y_ORIENT,CAMR:LI20:310:X_RTCL_CTR,CAMR:LI20:310:Y_RTCL_CTR,,,,,,,CAMR:LI20:310:BinX_RBV,CAMR:LI20:310:BinY_RBV,CAMR:LI20:310:MinX,CAMR:LI20:310:MinY,CAMR:LI20:310:SizeX,CAMR:LI20:310:SizeY,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,CAMR:LI20:311,CAMR:LI20:311,F2_ELEC,CAMR:LI20:311,CAMR:LI20:311:MaxSizeX_RBV,CAMR:LI20:311:MaxSizeY_RBV,CAMR:LI20:311:DataType_RBV,CAMR:LI20:311:RESOLUTION,CAMR:LI20:311:MinY_RBV,CAMR:LI20:311:Image:ArraySize0_RBV,CAMR:LI20:311:Image:ArraySize1_RBV,CAMR:LI20:311:X_ORIENT,CAMR:LI20:311:Y_ORIENT,CAMR:LI20:311:X_RTCL_CTR,CAMR:LI20:311:Y_RTCL_CTR,,,,,,,CAMR:LI20:311:BinX_RBV,CAMR:LI20:311:BinY_RBV,CAMR:LI20:311:MinX,CAMR:LI20:311:MinY,CAMR:LI20:311:SizeX,CAMR:LI20:311:SizeY,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,CAMR:LT20:100,CAMR:LT20:100,F2_ELEC,CAMR:LT20:100,CAMR:LT20:100:MaxSizeX_RBV,CAMR:LT20:100:MaxSizeY_RBV,CAMR:LT20:100:DataType_RBV,CAMR:LT20:100:RESOLUTION,CAMR:LT20:100:MinY_RBV,CAMR:LT20:100:Image:ArraySize0_RBV,CAMR:LT20:100:Image:ArraySize1_RBV,CAMR:LT20:100:X_ORIENT,CAMR:LT20:100:Y_ORIENT,CAMR:LT20:100:X_RTCL_CTR,CAMR:LT20:100:Y_RTCL_CTR,,,,,,,CAMR:LT20:100:BinX_RBV,CAMR:LT20:100:BinY_RBV,CAMR:LT20:100:MinX,CAMR:LT20:100:MinY,CAMR:LT20:100:SizeX,CAMR:LT20:100:SizeY,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,CAMR:LT20:101,CAMR:LT20:101,F2_ELEC,CAMR:LT20:101,CAMR:LT20:101:MaxSizeX_RBV,CAMR:LT20:101:MaxSizeY_RBV,CAMR:LT20:101:DataType_RBV,CAMR:LT20:101:RESOLUTION,CAMR:LT20:101:MinY_RBV,CAMR:LT20:101:Image:ArraySize0_RBV,CAMR:LT20:101:Image:ArraySize1_RBV,CAMR:LT20:101:X_ORIENT,CAMR:LT20:101:Y_ORIENT,CAMR:LT20:101:X_RTCL_CTR,CAMR:LT20:101:Y_RTCL_CTR,,,,,,,CAMR:LT20:101:BinX_RBV,CAMR:LT20:101:BinY_RBV,CAMR:LT20:101:MinX,CAMR:LT20:101:MinY,CAMR:LT20:101:SizeX,CAMR:LT20:101:SizeY,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,CAMR:LT20:102,CAMR:LT20:102,F2_ELEC,CAMR:LT20:102,CAMR:LT20:102:MaxSizeX_RBV,CAMR:LT20:102:MaxSizeY_RBV,CAMR:LT20:102:DataType_RBV,CAMR:LT20:102:RESOLUTION,CAMR:LT20:102:MinY_RBV,CAMR:LT20:102:Image:ArraySize0_RBV,CAMR:LT20:102:Image:ArraySize1_RBV,CAMR:LT20:102:X_ORIENT,CAMR:LT20:102:Y_ORIENT,CAMR:LT20:102:X_RTCL_CTR,CAMR:LT20:102:Y_RTCL_CTR,,,,,,,CAMR:LT20:102:BinX_RBV,CAMR:LT20:102:BinY_RBV,CAMR:LT20:102:MinX,CAMR:LT20:102:MinY,CAMR:LT20:102:SizeX,CAMR:LT20:102:SizeY,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,CAMR:LT20:103,CAMR:LT20:103,F2_ELEC,CAMR:LT20:103,CAMR:LT20:103:MaxSizeX_RBV,CAMR:LT20:103:MaxSizeY_RBV,CAMR:LT20:103:DataType_RBV,CAMR:LT20:103:RESOLUTION,CAMR:LT20:103:MinY_RBV,CAMR:LT20:103:Image:ArraySize0_RBV,CAMR:LT20:103:Image:ArraySize1_RBV,CAMR:LT20:103:X_ORIENT,CAMR:LT20:103:Y_ORIENT,CAMR:LT20:103:X_RTCL_CTR,CAMR:LT20:103:Y_RTCL_CTR,,,,,,,CAMR:LT20:103:BinX_RBV,CAMR:LT20:103:BinY_RBV,CAMR:LT20:103:MinX,CAMR:LT20:103:MinY,CAMR:LT20:103:SizeX,CAMR:LT20:103:SizeY,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,CAMR:LT20:104,CAMR:LT20:104,F2_ELEC,CAMR:LT20:104,CAMR:LT20:104:MaxSizeX_RBV,CAMR:LT20:104:MaxSizeY_RBV,CAMR:LT20:104:DataType_RBV,CAMR:LT20:104:RESOLUTION,CAMR:LT20:104:MinY_RBV,CAMR:LT20:104:Image:ArraySize0_RBV,CAMR:LT20:104:Image:ArraySize1_RBV,CAMR:LT20:104:X_ORIENT,CAMR:LT20:104:Y_ORIENT,CAMR:LT20:104:X_RTCL_CTR,CAMR:LT20:104:Y_RTCL_CTR,,,,,,,CAMR:LT20:104:BinX_RBV,CAMR:LT20:104:BinY_RBV,CAMR:LT20:104:MinX,CAMR:LT20:104:MinY,CAMR:LT20:104:SizeX,CAMR:LT20:104:SizeY,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,CAMR:LT20:105,CAMR:LT20:105,F2_ELEC,CAMR:LT20:105,CAMR:LT20:105:MaxSizeX_RBV,CAMR:LT20:105:MaxSizeY_RBV,CAMR:LT20:105:DataType_RBV,CAMR:LT20:105:RESOLUTION,CAMR:LT20:105:MinY_RBV,CAMR:LT20:105:Image:ArraySize0_RBV,CAMR:LT20:105:Image:ArraySize1_RBV,CAMR:LT20:105:X_ORIENT,CAMR:LT20:105:Y_ORIENT,CAMR:LT20:105:X_RTCL_CTR,CAMR:LT20:105:Y_RTCL_CTR,,,,,,,CAMR:LT20:105:BinX_RBV,CAMR:LT20:105:BinY_RBV,CAMR:LT20:105:MinX,CAMR:LT20:105:MinY,CAMR:LT20:105:SizeX,CAMR:LT20:105:SizeY,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,CAMR:LT20:106,CAMR:LT20:106,F2_ELEC,CAMR:LT20:106,CAMR:LT20:106:MaxSizeX_RBV,CAMR:LT20:106:MaxSizeY_RBV,CAMR:LT20:106:DataType_RBV,CAMR:LT20:106:RESOLUTION,CAMR:LT20:106:MinY_RBV,CAMR:LT20:106:Image:ArraySize0_RBV,CAMR:LT20:106:Image:ArraySize1_RBV,CAMR:LT20:106:X_ORIENT,CAMR:LT20:106:Y_ORIENT,CAMR:LT20:106:X_RTCL_CTR,CAMR:LT20:106:Y_RTCL_CTR,,,,,,,CAMR:LT20:106:BinX_RBV,CAMR:LT20:106:BinY_RBV,CAMR:LT20:106:MinX,CAMR:LT20:106:MinY,CAMR:LT20:106:SizeX,CAMR:LT20:106:SizeY,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,CAMR:LT20:107,CAMR:LT20:107,F2_ELEC,CAMR:LT20:107,CAMR:LT20:107:MaxSizeX_RBV,CAMR:LT20:107:MaxSizeY_RBV,CAMR:LT20:107:DataType_RBV,CAMR:LT20:107:RESOLUTION,CAMR:LT20:107:MinY_RBV,CAMR:LT20:107:Image:ArraySize0_RBV,CAMR:LT20:107:Image:ArraySize1_RBV,CAMR:LT20:107:X_ORIENT,CAMR:LT20:107:Y_ORIENT,CAMR:LT20:107:X_RTCL_CTR,CAMR:LT20:107:Y_RTCL_CTR,,,,,,,CAMR:LT20:107:BinX_RBV,CAMR:LT20:107:BinY_RBV,CAMR:LT20:107:MinX,CAMR:LT20:107:MinY,CAMR:LT20:107:SizeX,CAMR:LT20:107:SizeY,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,CAMR:LT20:108,CAMR:LT20:108,F2_ELEC,CAMR:LT20:108,CAMR:LT20:108:MaxSizeX_RBV,CAMR:LT20:108:MaxSizeY_RBV,CAMR:LT20:108:DataType_RBV,CAMR:LT20:108:RESOLUTION,CAMR:LT20:108:MinY_RBV,CAMR:LT20:108:Image:ArraySize0_RBV,CAMR:LT20:108:Image:ArraySize1_RBV,CAMR:LT20:108:X_ORIENT,CAMR:LT20:108:Y_ORIENT,CAMR:LT20:108:X_RTCL_CTR,CAMR:LT20:108:Y_RTCL_CTR,,,,,,,CAMR:LT20:108:BinX_RBV,CAMR:LT20:108:BinY_RBV,CAMR:LT20:108:MinX,CAMR:LT20:108:MinY,CAMR:LT20:108:SizeX,CAMR:LT20:108:SizeY,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,CAMR:LT20:109,CAMR:LT20:109,F2_ELEC,CAMR:LT20:109,CAMR:LT20:109:MaxSizeX_RBV,CAMR:LT20:109:MaxSizeY_RBV,CAMR:LT20:109:DataType_RBV,CAMR:LT20:109:RESOLUTION,CAMR:LT20:109:MinY_RBV,CAMR:LT20:109:Image:ArraySize0_RBV,CAMR:LT20:109:Image:ArraySize1_RBV,CAMR:LT20:109:X_ORIENT,CAMR:LT20:109:Y_ORIENT,CAMR:LT20:109:X_RTCL_CTR,CAMR:LT20:109:Y_RTCL_CTR,,,,,,,CAMR:LT20:109:BinX_RBV,CAMR:LT20:109:BinY_RBV,CAMR:LT20:109:MinX,CAMR:LT20:109:MinY,CAMR:LT20:109:SizeX,CAMR:LT20:109:SizeY,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,CAMR:LT20:110,CAMR:LT20:110,F2_ELEC,CAMR:LT20:110,CAMR:LT20:110:MaxSizeX_RBV,CAMR:LT20:110:MaxSizeY_RBV,CAMR:LT20:110:DataType_RBV,CAMR:LT20:110:RESOLUTION,CAMR:LT20:110:MinY_RBV,CAMR:LT20:110:Image:ArraySize0_RBV,CAMR:LT20:110:Image:ArraySize1_RBV,CAMR:LT20:110:X_ORIENT,CAMR:LT20:110:Y_ORIENT,CAMR:LT20:110:X_RTCL_CTR,CAMR:LT20:110:Y_RTCL_CTR,,,,,,,CAMR:LT20:110:BinX_RBV,CAMR:LT20:110:BinY_RBV,CAMR:LT20:110:MinX,CAMR:LT20:110:MinY,CAMR:LT20:110:SizeX,CAMR:LT20:110:SizeY,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,CAMR:LT20:111,CAMR:LT20:111,F2_ELEC,CAMR:LT20:111,CAMR:LT20:111:MaxSizeX_RBV,CAMR:LT20:111:MaxSizeY_RBV,CAMR:LT20:111:DataType_RBV,CAMR:LT20:111:RESOLUTION,CAMR:LT20:111:MinY_RBV,CAMR:LT20:111:Image:ArraySize0_RBV,CAMR:LT20:111:Image:ArraySize1_RBV,CAMR:LT20:111:X_ORIENT,CAMR:LT20:111:Y_ORIENT,CAMR:LT20:111:X_RTCL_CTR,CAMR:LT20:111:Y_RTCL_CTR,,,,,,,CAMR:LT20:111:BinX_RBV,CAMR:LT20:111:BinY_RBV,CAMR:LT20:111:MinX,CAMR:LT20:111:MinY,CAMR:LT20:111:SizeX,CAMR:LT20:111:SizeY,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,CAMR:LT20:200,CAMR:LT20:200,F2_ELEC,CAMR:LT20:200,CAMR:LT20:200:MaxSizeX_RBV,CAMR:LT20:200:MaxSizeY_RBV,CAMR:LT20:200:DataType_RBV,CAMR:LT20:200:RESOLUTION,CAMR:LT20:200:MinY_RBV,CAMR:LT20:200:Image:ArraySize0_RBV,CAMR:LT20:200:Image:ArraySize1_RBV,CAMR:LT20:200:X_ORIENT,CAMR:LT20:200:Y_ORIENT,CAMR:LT20:200:X_RTCL_CTR,CAMR:LT20:200:Y_RTCL_CTR,,,,,,,CAMR:LT20:200:BinX_RBV,CAMR:LT20:200:BinY_RBV,CAMR:LT20:200:MinX,CAMR:LT20:200:MinY,CAMR:LT20:200:SizeX,CAMR:LT20:200:SizeY,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,CAMR:LT20:201,CAMR:LT20:201,F2_ELEC,CAMR:LT20:201,CAMR:LT20:201:MaxSizeX_RBV,CAMR:LT20:201:MaxSizeY_RBV,CAMR:LT20:201:DataType_RBV,CAMR:LT20:201:RESOLUTION,CAMR:LT20:201:MinY_RBV,CAMR:LT20:201:Image:ArraySize0_RBV,CAMR:LT20:201:Image:ArraySize1_RBV,CAMR:LT20:201:X_ORIENT,CAMR:LT20:201:Y_ORIENT,CAMR:LT20:201:X_RTCL_CTR,CAMR:LT20:201:Y_RTCL_CTR,,,,,,,CAMR:LT20:201:BinX_RBV,CAMR:LT20:201:BinY_RBV,CAMR:LT20:201:MinX,CAMR:LT20:201:MinY,CAMR:LT20:201:SizeX,CAMR:LT20:201:SizeY,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,CAMR:LT20:202,CAMR:LT20:202,F2_ELEC,CAMR:LT20:202,CAMR:LT20:202:MaxSizeX_RBV,CAMR:LT20:202:MaxSizeY_RBV,CAMR:LT20:202:DataType_RBV,CAMR:LT20:202:RESOLUTION,CAMR:LT20:202:MinY_RBV,CAMR:LT20:202:Image:ArraySize0_RBV,CAMR:LT20:202:Image:ArraySize1_RBV,CAMR:LT20:202:X_ORIENT,CAMR:LT20:202:Y_ORIENT,CAMR:LT20:202:X_RTCL_CTR,CAMR:LT20:202:Y_RTCL_CTR,,,,,,,CAMR:LT20:202:BinX_RBV,CAMR:LT20:202:BinY_RBV,CAMR:LT20:202:MinX,CAMR:LT20:202:MinY,CAMR:LT20:202:SizeX,CAMR:LT20:202:SizeY,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,CAMR:LT20:203,CAMR:LT20:203,F2_ELEC,CAMR:LT20:203,CAMR:LT20:203:MaxSizeX_RBV,CAMR:LT20:203:MaxSizeY_RBV,CAMR:LT20:203:DataType_RBV,CAMR:LT20:203:RESOLUTION,CAMR:LT20:203:MinY_RBV,CAMR:LT20:203:Image:ArraySize0_RBV,CAMR:LT20:203:Image:ArraySize1_RBV,CAMR:LT20:203:X_ORIENT,CAMR:LT20:203:Y_ORIENT,CAMR:LT20:203:X_RTCL_CTR,CAMR:LT20:203:Y_RTCL_CTR,,,,,,,CAMR:LT20:203:BinX_RBV,CAMR:LT20:203:BinY_RBV,CAMR:LT20:203:MinX,CAMR:LT20:203:MinY,CAMR:LT20:203:SizeX,CAMR:LT20:203:SizeY,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,CAMR:LT20:204,CAMR:LT20:204,F2_ELEC,CAMR:LT20:204,CAMR:LT20:204:MaxSizeX_RBV,CAMR:LT20:204:MaxSizeY_RBV,CAMR:LT20:204:DataType_RBV,CAMR:LT20:204:RESOLUTION,CAMR:LT20:204:MinY_RBV,CAMR:LT20:204:Image:ArraySize0_RBV,CAMR:LT20:204:Image:ArraySize1_RBV,CAMR:LT20:204:X_ORIENT,CAMR:LT20:204:Y_ORIENT,CAMR:LT20:204:X_RTCL_CTR,CAMR:LT20:204:Y_RTCL_CTR,,,,,,,CAMR:LT20:204:BinX_RBV,CAMR:LT20:204:BinY_RBV,CAMR:LT20:204:MinX,CAMR:LT20:204:MinY,CAMR:LT20:204:SizeX,CAMR:LT20:204:SizeY,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,CAMR:LT20:205,CAMR:LT20:205,F2_ELEC,CAMR:LT20:205,CAMR:LT20:205:MaxSizeX_RBV,CAMR:LT20:205:MaxSizeY_RBV,CAMR:LT20:205:DataType_RBV,CAMR:LT20:205:RESOLUTION,CAMR:LT20:205:MinY_RBV,CAMR:LT20:205:Image:ArraySize0_RBV,CAMR:LT20:205:Image:ArraySize1_RBV,CAMR:LT20:205:X_ORIENT,CAMR:LT20:205:Y_ORIENT,CAMR:LT20:205:X_RTCL_CTR,CAMR:LT20:205:Y_RTCL_CTR,,,,,,,CAMR:LT20:205:BinX_RBV,CAMR:LT20:205:BinY_RBV,CAMR:LT20:205:MinX,CAMR:LT20:205:MinY,CAMR:LT20:205:SizeX,CAMR:LT20:205:SizeY,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,CAMR:LT20:206,CAMR:LT20:206,F2_ELEC,CAMR:LT20:206,CAMR:LT20:206:MaxSizeX_RBV,CAMR:LT20:206:MaxSizeY_RBV,CAMR:LT20:206:DataType_RBV,CAMR:LT20:206:RESOLUTION,CAMR:LT20:206:MinY_RBV,CAMR:LT20:206:Image:ArraySize0_RBV,CAMR:LT20:206:Image:ArraySize1_RBV,CAMR:LT20:206:X_ORIENT,CAMR:LT20:206:Y_ORIENT,CAMR:LT20:206:X_RTCL_CTR,CAMR:LT20:206:Y_RTCL_CTR,,,,,,,CAMR:LT20:206:BinX_RBV,CAMR:LT20:206:BinY_RBV,CAMR:LT20:206:MinX,CAMR:LT20:206:MinY,CAMR:LT20:206:SizeX,CAMR:LT20:206:SizeY,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
