,mad_name,control_system_name,beampath,image,columns,rows,bit_depth,calibration,ROI_start_X,ROI_X,ROI_Y,orient_X,orient_Y,center_pix_X,center_pix_Y,filt_1_out,filt_1_in,filt_2_out,filt_2_in,cam_rotation,calibration_Y,bin_X,bin_Y,ROI_start_X_Set,ROI_start_Y_SET,ROI_X_set,ROI_Y_set,SCLinac,Laser,Popin,Cascade,Color,NLCTA,FACET,SPEAR,XTA,AreaDet,Bufd,Filt,Proj,XRS,PCDS,ASTA,LCLS,SAS,HXS,ROI,FrameGrab,AreaDet2,SWROI,Gain,XTES,OneFilt,FiltFlip_1,FiltFlip_2
165,P6,HXX:UM6:CVP:01,CU_HXR,HXX:UM6:CVP:01,HXX:UM6:CVP:01:N_OF_COL,HXX:UM6:CVP:01:N_OF_ROW,HXX:UM6:CVP:01:ROI_BITS,HXX:UM6:CVP:01:RESOLUTION,HXX:UM6:CVP:01:ROI_Y,HXX:UM6:CVP:01:ROI_XNP,HXX:UM6:CVP:01:ROI_YNP,HXX:UM6:CVP:01:X_ORIENT,HXX:UM6:CVP:01:Y_ORIENT,HXX:UM6:CVP:01:X_RTCL_CTR,HXX:UM6:CVP:01:Y_RTCL_CTR,,,,,,,HXX:UM6:CVP:01:ROI_XBIN,HXX:UM6:CVP:01:ROI_YBIN,HXX:UM6:CVP:01:ROI_X_SET,HXX:UM6:CVP:01:ROI_Y_SET,HXX:UM6:CVP:01:ROI_XNP_SET,HXX:UM6:CVP:01:ROI_YNP_SET,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,DG1-PIM,HXX:UM6:CVV:01,CU_HXR,HXX:UM6:CVV:01,HXX:UM6:CVV:01:N_OF_COL,HXX:UM6:CVV:01:N_OF_ROW,HXX:UM6:CVV:01:N_OF_BITS,HXX:UM6:CVV:01:RESOLUTION,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,PM1,HXX:HXM:CVV:01,CU_HXR,HXX:HXM:CVV:01,HXX:HXM:CVV:01:N_OF_COL,HXX:HXM:CVV:01:N_OF_ROW,HXX:HXM:CVV:01:N_OF_BITS,HXX:HXM:CVV:01:RESOLUTION,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,DG2-PIM,HFX:DG2:CVV:01,CU_HXR,HFX:DG2:CVV:01,HFX:DG2:CVV:01:N_OF_COL,HFX:DG2:CVV:01:N_OF_ROW,HFX:DG2:CVV:01:N_OF_BITS,HFX:DG2:CVV:01:RESOLUTION,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,DG3-PIM,HFX:DG3:CVV:01,CU_HXR,HFX:DG3:CVV:01,HFX:DG3:CVV:01:N_OF_COL,HFX:DG3:CVV:01:N_OF_ROW,HFX:DG3:CVV:01:N_OF_BITS,HFX:DG3:CVV:01:RESOLUTION,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,DG3-PIM2,XCS:DG3:CVV:02,CU_HXR,XCS:DG3:CVV:02,XCS:DG3:CVV:02:N_OF_COL,XCS:DG3:CVV:02:N_OF_ROW,XCS:DG3:CVV:02:N_OF_BITS,XCS:DG3:CVV:02:RESOLUTION,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,PIM1,MEC:HXM:CVV:01,CU_HXR,MEC:HXM:CVV:01,MEC:HXM:CVV:01:N_OF_COL,MEC:HXM:CVV:01:N_OF_ROW,MEC:HXM:CVV:01:N_OF_BITS,MEC:HXM:CVV:01:RESOLUTION,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,OPALXPP,XPP:OPAL1K:1,CU_HXR,XPP:OPAL1K:1,XPP:OPAL1K:1:N_OF_COL,XPP:OPAL1K:1:N_OF_ROW,XPP:OPAL1K:1:N_OF_BITS,XPP:OPAL1K:1:RESOLUTION,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,XPPSPEC,XPP:OPAL1K:1:IMAGE_CMPX,CU_HXR,XPP:OPAL1K:1:IMAGE_CMPX,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,OPALMEC,MEC:OPAL1K:1,CU_HXR,MEC:OPAL1K:1,MEC:OPAL1K:1:N_OF_COL,MEC:OPAL1K:1:N_OF_ROW,MEC:OPAL1K:1:N_OF_BITS,,,MEC:OPAL1K:1:CMPX_COL,MEC:OPAL1K:1:CMPX_ROW,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,MECSPEC,MEC:OPAL1K:1:IMAGE_CMPX,CU_HXR,MEC:OPAL1K:1:IMAGE_CMPX,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,CXI:EXS,CXI:EXS,CU_HXR,CXI:EXS,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,CAM_B34,CAMR:B34:100,CU_HXR,CAMR:B34:100,CAMR:B34:100:N_OF_COL,CAMR:B34:100:N_OF_ROW,CAMR:B34:100:N_OF_BITS,CAMR:B34:100:RESOLUTION,CAMR:B34:100:ROI_Y,CAMR:B34:100:ROI_XNP,CAMR:B34:100:ROI_YNP,CAMR:B34:100:X_ORIENT,CAMR:B34:100:Y_ORIENT,CAMR:B34:100:X_RTCL_CTR,CAMR:B34:100:Y_RTCL_CTR,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,C1-1,CAMR:LR20:100,CU_SXR,CAMR:LR20:100,CAMR:LR20:100:MaxSizeX_RBV,CAMR:LR20:100:MaxSizeY_RBV,CAMR:LR20:100:DataType_RBV,CAMR:LR20:100:RESOLUTION,CAMR:LR20:100:MinY_RBV,CAMR:LR20:100:SizeX_RBV,CAMR:LR20:100:SizeY_RBV,,,,,,,,,,,CAMR:LR20:100:BinX,CAMR:LR20:100:BinY,CAMR:LR20:100:MinX,CAMR:LR20:100:MinY,CAMR:LR20:100:SizeX,CAMR:LR20:100:SizeY,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,C1-2,CAMR:LR20:90,CU_SXR,CAMR:LR20:90,CAMR:LR20:90:MaxSizeX_RBV,CAMR:LR20:90:MaxSizeY_RBV,CAMR:LR20:90:DataType_RBV,CAMR:LR20:90:RESOLUTION,CAMR:LR20:90:MinY_RBV,CAMR:LR20:90:SizeX_RBV,CAMR:LR20:90:SizeY_RBV,,,,,,,,,,,CAMR:LR20:90:BinX,CAMR:LR20:90:BinY,CAMR:LR20:90:MinX,CAMR:LR20:90:MinY,CAMR:LR20:90:SizeX,CAMR:LR20:90:SizeY,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,C-IRIS,CAMR:LR20:135,CU_SXR,CAMR:LR20:135,CAMR:LR20:135:MaxSizeX_RBV,CAMR:LR20:135:MaxSizeY_RBV,CAMR:LR20:135:DataType_RBV,CAMR:LR20:135:RESOLUTION,CAMR:LR20:135:MinY_RBV,CAMR:LR20:135:SizeX_RBV,CAMR:LR20:135:SizeY_RBV,,,,,,,,,,,CAMR:LR20:135:BinX,CAMR:LR20:135:BinY,CAMR:LR20:135:MinX,CAMR:LR20:135:MinY,CAMR:LR20:135:SizeX,CAMR:LR20:135:SizeY,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,VCC,CAMR:IN20:186,CU_SXR,CAMR:IN20:186,CAMR:IN20:186:N_OF_COL,CAMR:IN20:186:N_OF_ROW,CAMR:IN20:186:N_OF_BITS,CAMR:IN20:186:RESOLUTION,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,CH5-1,CAMR:LR20:285,CU_SXR,CAMR:LR20:285,CAMR:LR20:285:MaxSizeX_RBV,CAMR:LR20:285:MaxSizeY_RBV,CAMR:LR20:285:DataType_RBV,CAMR:LR20:285:RESOLUTION,CAMR:LR20:285:MinY_RBV,CAMR:LR20:285:SizeX_RBV,CAMR:LR20:285:SizeY_RBV,,,,,,,,,,,CAMR:LR20:285:BinX,CAMR:LR20:285:BinY,CAMR:LR20:285:MinX,CAMR:LR20:285:MinY,CAMR:LR20:285:SizeX,CAMR:LR20:285:SizeY,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,CH5-2,CAMR:LR20:295,CU_SXR,CAMR:LR20:295,CAMR:LR20:295:MaxSizeX_RBV,CAMR:LR20:295:MaxSizeY_RBV,CAMR:LR20:295:DataType_RBV,CAMR:LR20:295:RESOLUTION,CAMR:LR20:295:MinY_RBV,CAMR:LR20:295:SizeX_RBV,CAMR:LR20:295:SizeY_RBV,,,,,,,,,,,CAMR:LR20:295:BinX,CAMR:LR20:295:BinY,CAMR:LR20:295:MinX,CAMR:LR20:295:MinY,CAMR:LR20:295:SizeX,CAMR:LR20:295:SizeY,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,CH4-1,CAMR:LR20:287,CU_SXR,CAMR:LR20:287,CAMR:LR20:287:MaxSizeX_RBV,CAMR:LR20:287:MaxSizeY_RBV,CAMR:LR20:287:DataType_RBV,CAMR:LR20:287:RESOLUTION,CAMR:LR20:287:MinY_RBV,CAMR:LR20:287:SizeX_RBV,CAMR:LR20:287:SizeY_RBV,,,,,,,,,,,CAMR:LR20:287:BinX,CAMR:LR20:287:BinY,CAMR:LR20:287:MinX,CAMR:LR20:287:MinY,CAMR:LR20:287:SizeX,CAMR:LR20:287:SizeY,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,CH4-2,CAMR:LR20:297,CU_SXR,CAMR:LR20:297,CAMR:LR20:297:MaxSizeX_RBV,CAMR:LR20:297:MaxSizeY_RBV,CAMR:LR20:297:DataType_RBV,CAMR:LR20:297:RESOLUTION,CAMR:LR20:297:MinY_RBV,CAMR:LR20:297:SizeX_RBV,CAMR:LR20:297:SizeY_RBV,,,,,,,,,,,CAMR:LR20:297:BinX,CAMR:LR20:297:BinY,CAMR:LR20:297:MinX,CAMR:LR20:297:MinY,CAMR:LR20:297:SizeX,CAMR:LR20:297:SizeY,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,CH3,CAMR:LR20:320,CU_SXR,CAMR:LR20:320,CAMR:LR20:320:MaxSizeX_RBV,CAMR:LR20:320:MaxSizeY_RBV,CAMR:LR20:320:DataType_RBV,CAMR:LR20:320:RESOLUTION,CAMR:LR20:320:MinY_RBV,CAMR:LR20:320:SizeX_RBV,CAMR:LR20:320:SizeY_RBV,,,,,,,,,,,CAMR:LR20:320:BinX,CAMR:LR20:320:BinY,CAMR:LR20:320:MinX,CAMR:LR20:320:MinY,CAMR:LR20:320:SizeX,CAMR:LR20:320:SizeY,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,CH2,CAMR:IN20:423,CU_SXR,CAMR:IN20:423,CAMR:IN20:423:MaxSizeX_RBV,CAMR:IN20:423:MaxSizeY_RBV,CAMR:IN20:423:DataType_RBV,CAMR:IN20:423:RESOLUTION,CAMR:IN20:423:MinY_RBV,CAMR:IN20:423:SizeX_RBV,CAMR:IN20:423:SizeY_RBV,,,,,,,,,,,CAMR:IN20:423:BinX,CAMR:IN20:423:BinY,CAMR:IN20:423:MinX,CAMR:IN20:423:MinY,CAMR:IN20:423:SizeX,CAMR:IN20:423:SizeY,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,CH1,CAMR:IN20:461,CU_SXR,CAMR:IN20:461,CAMR:IN20:461:N_OF_COL,CAMR:IN20:461:N_OF_ROW,CAMR:IN20:461:N_OF_BITS,CAMR:IN20:461:RESOLUTION,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,VHC,CAMR:IN20:469,CU_SXR,CAMR:IN20:469,CAMR:IN20:469:N_OF_COL,CAMR:IN20:469:N_OF_ROW,CAMR:IN20:469:N_OF_BITS,CAMR:IN20:469:RESOLUTION,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,CATHODE,CTHD:IN20:206,CU_SXR,CTHD:IN20:206,CTHD:IN20:206:N_OF_COL,CTHD:IN20:206:N_OF_ROW,CTHD:IN20:206:N_OF_BITS,CTHD:IN20:206:RESOLUTION,CTHD:IN20:206:ROI_Y,CTHD:IN20:206:ROI_XNP,CTHD:IN20:206:ROI_YNP,CTHD:IN20:206:X_ORIENT,CTHD:IN20:206:Y_ORIENT,CTHD:IN20:206:X_RTCL_CTR,CTHD:IN20:206:Y_RTCL_CTR,CTHD:IN20:206:FLT1_OUT,CTHD:IN20:206:FLT1_IN,CTHD:IN20:206:FLT2_OUT,CTHD:IN20:206:FLT2_IN,,,,,CTHD:IN20:206:ROI_X_SET,CTHD:IN20:206:ROI_Y_SET,CTHD:IN20:206:ROI_XNP_SET,CTHD:IN20:206:ROI_YNP_SET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,YAGG1,YAGS:IN20:841,CU_SXR,YAGS:IN20:841,YAGS:IN20:841:N_OF_COL,YAGS:IN20:841:N_OF_ROW,YAGS:IN20:841:N_OF_BITS,YAGS:IN20:841:RESOLUTION,YAGS:IN20:841:ROI_Y,YAGS:IN20:841:ROI_XNP,YAGS:IN20:841:ROI_YNP,YAGS:IN20:841:X_ORIENT,YAGS:IN20:841:Y_ORIENT,YAGS:IN20:841:X_RTCL_CTR,YAGS:IN20:841:Y_RTCL_CTR,YAGS:IN20:841:FLT1_OUT,YAGS:IN20:841:FLT1_IN,YAGS:IN20:841:FLT2_OUT,YAGS:IN20:841:FLT2_IN,,,,,YAGS:IN20:841:ROI_X_SET,YAGS:IN20:841:ROI_Y_SET,YAGS:IN20:841:ROI_XNP_SET,YAGS:IN20:841:ROI_YNP_SET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,YAG02,YAGS:IN20:241,CU_SXR,YAGS:IN20:241,YAGS:IN20:241:ROI:MaxSizeX_RBV,YAGS:IN20:241:ROI:MaxSizeY_RBV,YAGS:IN20:241:BitsPerPixel_RBV,YAGS:IN20:241:RESOLUTION,YAGS:IN20:241:ROI:MinY_RBV,YAGS:IN20:241:ROI:SizeX_RBV,YAGS:IN20:241:ROI:SizeY_RBV,YAGS:IN20:241:X_ORIENT,YAGS:IN20:241:Y_ORIENT,YAGS:IN20:241:X_RTCL_CTR,YAGS:IN20:241:Y_RTCL_CTR,,,,,,,YAGS:IN20:241:ROI:BinX,YAGS:IN20:241:ROI:BinY,YAGS:IN20:241:ROI:MinX,YAGS:IN20:241:ROI:MinY,YAGS:IN20:241:ROI:SizeX,YAGS:IN20:241:ROI:SizeY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
193,YAG03,YAGS:IN20:351,CU_SXR,YAGS:IN20:351,YAGS:IN20:351:N_OF_COL,YAGS:IN20:351:N_OF_ROW,YAGS:IN20:351:N_OF_BITS,YAGS:IN20:351:RESOLUTION,YAGS:IN20:351:ROI_Y,YAGS:IN20:351:ROI_XNP,YAGS:IN20:351:ROI_YNP,YAGS:IN20:351:X_ORIENT,YAGS:IN20:351:Y_ORIENT,YAGS:IN20:351:X_RTCL_CTR,YAGS:IN20:351:Y_RTCL_CTR,YAGS:IN20:351:FLT1_OUT,YAGS:IN20:351:FLT1_IN,YAGS:IN20:351:FLT2_OUT,YAGS:IN20:351:FLT2_IN,,,,,YAGS:IN20:351:ROI_X_SET,YAGS:IN20:351:ROI_Y_SET,YAGS:IN20:351:ROI_XNP_SET,YAGS:IN20:351:ROI_YNP_SET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,OTRH1,OTRS:IN20:465,CU_SXR,OTRS:IN20:465,OTRS:IN20:465:ROI:MaxSizeX_RBV,OTRS:IN20:465:ROI:MaxSizeY_RBV,OTRS:IN20:465:BitsPerPixel_RBV,OTRS:IN20:465:RESOLUTION,OTRS:IN20:465:ROI:MinY_RBV,OTRS:IN20:465:ROI:SizeX_RBV,OTRS:IN20:465:ROI:SizeY_RBV,OTRS:IN20:465:X_ORIENT,OTRS:IN20:465:Y_ORIENT,OTRS:IN20:465:X_RTCL_CTR,OTRS:IN20:465:Y_RTCL_CTR,,,,,,,OTRS:IN20:465:ROI:BinX,OTRS:IN20:465:ROI:BinY,OTRS:IN20:465:ROI:MinX,OTRS:IN20:465:ROI:MinY,OTRS:IN20:465:ROI:SizeX,OTRS:IN20:465:ROI:SizeY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
195,OTRH2,OTRS:IN20:471,CU_SXR,OTRS:IN20:471,OTRS:IN20:471:ROI:MaxSizeX_RBV,OTRS:IN20:471:ROI:MaxSizeY_RBV,OTRS:IN20:471:BitsPerPixel_RBV,OTRS:IN20:471:RESOLUTION,OTRS:IN20:471:ROI:MinY_RBV,OTRS:IN20:471:ROI:SizeX_RBV,OTRS:IN20:471:ROI:SizeY_RBV,OTRS:IN20:471:X_ORIENT,OTRS:IN20:471:Y_ORIENT,OTRS:IN20:471:X_RTCL_CTR,OTRS:IN20:471:Y_RTCL_CTR,,,,,,,OTRS:IN20:471:ROI:BinX,OTRS:IN20:471:ROI:BinY,OTRS:IN20:471:ROI:MinX,OTRS:IN20:471:ROI:MinY,OTRS:IN20:471:ROI:SizeX,OTRS:IN20:471:ROI:SizeY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
196,OTR2,OTRS:IN20:571,CU_SXR,OTRS:IN20:571,OTRS:IN20:571:ROI:MaxSizeX_RBV,OTRS:IN20:571:ROI:MaxSizeY_RBV,OTRS:IN20:571:BitsPerPixel_RBV,OTRS:IN20:571:RESOLUTION,OTRS:IN20:571:ROI:MinY_RBV,OTRS:IN20:571:ROI:SizeX_RBV,OTRS:IN20:571:ROI:SizeY_RBV,OTRS:IN20:571:X_ORIENT,OTRS:IN20:571:Y_ORIENT,OTRS:IN20:571:X_RTCL_CTR,OTRS:IN20:571:Y_RTCL_CTR,,,,,,,OTRS:IN20:571:ROI:BinX,OTRS:IN20:571:ROI:BinY,OTRS:IN20:571:ROI:MinX,OTRS:IN20:571:ROI:MinY,OTRS:IN20:571:ROI:SizeX,OTRS:IN20:571:ROI:SizeY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
197,OTR3,OTRS:IN20:621,CU_SXR,OTRS:IN20:621,OTRS:IN20:621:N_OF_COL,OTRS:IN20:621:N_OF_ROW,OTRS:IN20:621:N_OF_BITS,OTRS:IN20:621:RESOLUTION,OTRS:IN20:621:ROI_Y,OTRS:IN20:621:ROI_XNP,OTRS:IN20:621:ROI_YNP,OTRS:IN20:621:X_ORIENT,OTRS:IN20:621:Y_ORIENT,OTRS:IN20:621:X_RTCL_CTR,OTRS:IN20:621:Y_RTCL_CTR,OTRS:IN20:621:FLT1_OUT,OTRS:IN20:621:FLT1_IN,OTRS:IN20:621:FLT2_OUT,OTRS:IN20:621:FLT2_IN,,,,,OTRS:IN20:621:ROI_X_SET,OTRS:IN20:621:ROI_Y_SET,OTRS:IN20:621:ROI_XNP_SET,OTRS:IN20:621:ROI_YNP_SET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,OTR4,OTRS:IN20:711,CU_SXR,OTRS:IN20:711,OTRS:IN20:711:N_OF_COL,OTRS:IN20:711:N_OF_ROW,OTRS:IN20:711:N_OF_BITS,OTRS:IN20:711:RESOLUTION,OTRS:IN20:711:ROI_Y,OTRS:IN20:711:ROI_XNP,OTRS:IN20:711:ROI_YNP,OTRS:IN20:711:X_ORIENT,OTRS:IN20:711:Y_ORIENT,OTRS:IN20:711:X_RTCL_CTR,OTRS:IN20:711:Y_RTCL_CTR,OTRS:IN20:711:FLT1_OUT,OTRS:IN20:711:FLT1_IN,OTRS:IN20:711:FLT2_OUT,OTRS:IN20:711:FLT2_IN,,,,,OTRS:IN20:711:ROI_X_SET,OTRS:IN20:711:ROI_Y_SET,OTRS:IN20:711:ROI_XNP_SET,OTRS:IN20:711:ROI_YNP_SET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,YAGS1,YAGS:IN20:921,CU_SXR,YAGS:IN20:921,YAGS:IN20:921:N_OF_COL,YAGS:IN20:921:N_OF_ROW,YAGS:IN20:921:N_OF_BITS,YAGS:IN20:921:RESOLUTION,YAGS:IN20:921:ROI_Y,YAGS:IN20:921:ROI_XNP,YAGS:IN20:921:ROI_YNP,YAGS:IN20:921:X_ORIENT,YAGS:IN20:921:Y_ORIENT,YAGS:IN20:921:X_RTCL_CTR,YAGS:IN20:921:Y_RTCL_CTR,YAGS:IN20:921:FLT1_OUT,YAGS:IN20:921:FLT1_IN,YAGS:IN20:921:FLT2_OUT,YAGS:IN20:921:FLT2_IN,,,,,YAGS:IN20:921:ROI_X_SET,YAGS:IN20:921:ROI_Y_SET,YAGS:IN20:921:ROI_XNP_SET,YAGS:IN20:921:ROI_YNP_SET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
